Date,Product,Category,Region,Units,Revenue
10-02-2024 15:26,Shoes,Apparel,North,1,2288
04-11-2024 09:07,Watch,Apparel,South,7,77860
21-12-2024 11:08,Shoes,Apparel,West,4,9676
14-04-2024 21:21,Phone,Apparel,South,2,51723
29-05-2024 12:25,Laptop,Apparel,North,1,45354
27-08-2024 21:11,Shoes,Apparel,West,10,21624
31-10-2024 11:42,Watch,Apparel,West,9,109846
27-10-2024 04:10,Shoes,Apparel,East,1,2762
29-11-2024 12:27,Shoes,Apparel,North,7,15243
08-06-2024 05:27,Shoes,Apparel,West,7,15253
27-02-2024 08:34,Laptop,Apparel,South,2,91269
09-03-2024 10:52,Phone,Apparel,West,6,149273
20-11-2024 09:17,Shoes,Apparel,South,6,17412
31-08-2024 10:11,Watch,Apparel,East,7,78136
21-02-2024 10:00,Shoes,Apparel,South,2,5557
27-09-2024 20:54,Watch,Apparel,North,7,81767
18-07-2024 00:46,Watch,Apparel,West,6,71738
27-04-2024 13:12,Shoes,Apparel,West,8,16295
31-10-2024 18:36,Phone,Apparel,South,17,578763
26-10-2024 01:23,Phone,Electronics,South,11,386111
24-12-2024 12:27,Watch,Apparel,West,5,48267
31-12-2024 01:25,Watch,Apparel,South,9,92816
28-05-2024 03:18,Shoes,Apparel,East,10,27131
03-12-2024 07:58,Shoes,Apparel,North,4,11763
21-02-2024 15:17,Shoes,Apparel,West,5,13138
08-01-2024 03:14,Watch,Apparel,South,8,97949
15-01-2024 12:12,Watch,Electronics,South,7,67647
04-12-2024 12:02,Watch,Apparel,South,1,11217
15-11-2024 18:55,Watch,Apparel,North,5,69447
11-06-2024 19:33,Watch,Apparel,East,4,45041
16-03-2024 11:43,Shoes,Electronics,West,10,28586
01-11-2024 08:27,Laptop,Apparel,West,1,47200
20-05-2024 01:12,Watch,Apparel,West,9,120021
11-12-2024 04:24,Laptop,Apparel,West,3,120624
12-06-2024 21:30,Phone,Apparel,East,16,414984
07-04-2024 17:17,Shoes,Apparel,North,17,40554
17-02-2024 03:39,Shoes,Apparel,North,1,2759
29-02-2024 07:36,Phone,Apparel,North,17,537788
26-05-2024 05:26,Laptop,Apparel,South,1,42508
24-06-2024 23:38,Shoes,Apparel,North,3,7881
28-06-2024 20:13,Shoes,Apparel,South,8,20056
27-11-2024 03:52,Shoes,Electronics,North,2,4856
04-08-2024 08:32,Watch,Apparel,South,5,61688
30-05-2024 06:36,Watch,Apparel,West,8,109578
28-05-2024 14:13,Laptop,Apparel,South,5,248800
23-04-2024 07:31,Shoes,Apparel,North,19,55598
02-12-2024 14:09,Watch,Electronics,North,4,43513
08-08-2024 08:15,Laptop,Apparel,West,2,98290
23-03-2024 17:55,Watch,Apparel,South,7,96766
29-12-2024 19:58,Shoes,Apparel,West,17,40629
14-09-2024 02:19,Shoes,Apparel,South,17,47037
07-01-2024 07:50,Laptop,Apparel,South,1,45782
18-06-2024 21:56,Watch,Electronics,South,9,92343
01-09-2024 18:55,Watch,Apparel,South,3,40189
08-11-2024 03:52,Watch,Apparel,East,1,12504
02-04-2024 12:26,Watch,Electronics,North,7,90761
09-04-2024 07:50,Shoes,Apparel,North,8,23972
06-05-2024 06:10,Laptop,Apparel,North,4,188015
22-11-2024 20:13,Watch,Apparel,South,7,70537
17-05-2024 18:36,Laptop,Apparel,East,2,82964
15-06-2024 22:43,Shoes,Apparel,West,18,46923
18-10-2024 23:57,Phone,Apparel,North,9,246089
01-01-2024 13:36,Laptop,Apparel,North,2,101158
06-08-2024 04:18,Shoes,Apparel,West,19,45231
21-04-2024 23:49,Watch,Apparel,South,3,35177
15-02-2024 22:21,Shoes,Apparel,North,12,33081
29-12-2024 03:07,Watch,Apparel,East,3,36959
20-07-2024 19:50,Phone,Electronics,West,17,433836
20-10-2024 01:29,Phone,Apparel,West,14,468038
05-01-2024 15:40,Laptop,Apparel,East,2,107171
01-10-2024 07:24,Watch,Apparel,South,7,89550
22-01-2024 03:21,Shoes,Apparel,East,18,51386
09-11-2024 23:34,Phone,Apparel,North,1,29133
28-12-2024 02:57,Shoes,Apparel,East,7,17234
13-03-2024 17:38,Phone,Electronics,East,7,249053
04-04-2024 13:27,Laptop,Apparel,North,5,201869
13-06-2024 18:54,Laptop,Apparel,North,2,107232
04-10-2024 02:53,Shoes,Apparel,North,8,23218
06-09-2024 02:53,Phone,Apparel,South,16,479094
24-10-2024 11:33,Shoes,Apparel,South,16,38090
05-03-2024 08:26,Phone,Apparel,North,16,430100
23-03-2024 14:19,Watch,Apparel,West,1,14155
08-12-2024 15:40,Laptop,Apparel,West,1,38199
22-05-2024 20:18,Phone,Apparel,North,4,97018
15-01-2024 13:36,Phone,Apparel,North,19,592905
21-04-2024 17:47,Phone,Apparel,East,1,27728
23-12-2024 00:57,Watch,Apparel,West,3,42512
11-08-2024 15:35,Watch,Apparel,East,3,38269
21-12-2024 02:10,Watch,Apparel,North,8,94174
27-03-2024 21:35,Shoes,Apparel,North,18,38310
13-07-2024 02:46,Phone,Apparel,South,5,126960
23-01-2024 10:08,Watch,Apparel,West,5,50112
01-05-2024 19:41,Watch,Apparel,South,9,112533
06-11-2024 20:16,Laptop,Apparel,North,2,76542
11-01-2024 09:56,Laptop,Apparel,West,2,78412
20-12-2024 07:57,Shoes,Electronics,South,15,33137
09-05-2024 03:05,Laptop,Apparel,North,2,107847
21-05-2024 21:53,Laptop,Apparel,West,5,236283
30-06-2024 02:41,Laptop,Apparel,North,1,50340
02-09-2024 11:50,Phone,Apparel,South,6,210712
15-09-2024 07:15,Shoes,Apparel,East,15,44892
03-07-2024 00:25,Laptop,Apparel,West,1,53804
09-02-2024 10:08,Shoes,Electronics,South,15,36476
16-06-2024 18:40,Phone,Apparel,South,12,331880
27-03-2024 09:41,Watch,Apparel,West,1,13227
25-02-2024 21:15,Phone,Apparel,South,11,281384
06-10-2024 07:40,Laptop,Apparel,South,5,228981
05-08-2024 07:28,Watch,Apparel,North,2,22623
12-04-2024 05:21,Phone,Apparel,North,5,167201
22-04-2024 08:00,Phone,Electronics,South,11,310569
30-04-2024 02:15,Phone,Apparel,South,1,30567
02-09-2024 06:21,Watch,Electronics,North,2,25161
22-03-2024 14:10,Watch,Apparel,South,3,42300
12-10-2024 07:12,Watch,Apparel,East,3,42995
15-07-2024 06:55,Watch,Apparel,West,4,55435
31-07-2024 17:11,Shoes,Apparel,East,11,24382
19-09-2024 22:44,Phone,Apparel,West,1,24040
11-01-2024 01:31,Shoes,Apparel,South,1,2569
15-07-2024 13:57,Watch,Apparel,West,3,37610
01-07-2024 11:43,Phone,Apparel,North,18,625479
10-01-2024 19:57,Laptop,Apparel,North,4,215427
27-03-2024 01:56,Phone,Apparel,South,14,462859
25-02-2024 21:58,Shoes,Apparel,South,8,19039
03-05-2024 09:51,Phone,Apparel,West,4,137329
13-04-2024 05:05,Phone,Apparel,North,5,134635
20-02-2024 09:48,Shoes,Apparel,East,18,41031
12-12-2024 06:11,Shoes,Apparel,North,1,2164
01-10-2024 19:11,Shoes,Apparel,South,8,20975
01-01-2024 11:49,Shoes,Apparel,North,13,27617
30-01-2024 04:05,Shoes,Apparel,North,5,10555
10-07-2024 15:54,Shoes,Apparel,East,13,29019
16-09-2024 04:30,Shoes,Apparel,West,11,26602
03-10-2024 09:17,Shoes,Apparel,South,15,38176
05-07-2024 17:11,Shoes,Apparel,West,7,14325
08-05-2024 00:40,Shoes,Apparel,West,19,43296
03-04-2024 23:33,Shoes,Electronics,South,3,8032
12-05-2024 18:43,Shoes,Apparel,West,15,34916
15-07-2024 10:53,Shoes,Apparel,East,2,5047
17-11-2024 18:00,Watch,Apparel,South,5,69163
03-09-2024 00:04,Laptop,Apparel,North,1,50618
06-11-2024 14:27,Laptop,Apparel,South,3,161666
05-05-2024 08:42,Shoes,Apparel,West,4,11315
23-08-2024 12:23,Phone,Apparel,South,11,334983
25-12-2024 23:35,Phone,Apparel,West,16,451121
31-03-2024 07:39,Watch,Apparel,South,3,36281
27-12-2024 23:20,Laptop,Apparel,West,5,236958
21-07-2024 00:41,Phone,Apparel,North,5,150857
10-07-2024 08:23,Shoes,Apparel,West,3,8916
28-02-2024 05:26,Phone,Apparel,North,4,102537
08-12-2024 08:01,Shoes,Apparel,South,19,51480
14-04-2024 22:53,Watch,Apparel,North,8,95568
25-02-2024 15:06,Phone,Apparel,West,12,327817
23-05-2024 11:23,Watch,Electronics,West,3,39667
07-10-2024 00:15,Watch,Electronics,West,8,94069
25-07-2024 04:37,Shoes,Apparel,North,1,2654
19-12-2024 03:55,Shoes,Electronics,South,14,36803
19-08-2024 07:34,Phone,Apparel,East,8,260110
23-08-2024 08:17,Shoes,Apparel,South,1,2517
20-12-2024 10:11,Watch,Apparel,West,1,13063
18-01-2024 22:27,Laptop,Apparel,West,3,139455
07-08-2024 10:38,Watch,Apparel,North,4,44183
10-09-2024 05:41,Shoes,Apparel,West,16,46625
16-05-2024 02:32,Shoes,Apparel,South,1,2449
09-03-2024 21:35,Phone,Apparel,South,12,355442
11-01-2024 13:38,Laptop,Apparel,North,4,187027
29-06-2024 16:28,Phone,Apparel,East,2,51022
05-08-2024 21:27,Shoes,Apparel,North,15,39925
08-05-2024 18:42,Laptop,Apparel,East,1,48443
17-03-2024 05:38,Laptop,Apparel,North,3,125221
13-02-2024 02:05,Phone,Apparel,West,7,211962
08-10-2024 23:56,Shoes,Apparel,South,8,21668
26-06-2024 01:27,Watch,Apparel,South,5,65788
29-09-2024 01:43,Phone,Electronics,South,8,200238
19-04-2024 19:46,Phone,Apparel,North,3,107705
05-02-2024 20:26,Watch,Apparel,North,2,22908
09-02-2024 12:20,Laptop,Apparel,South,2,85946
15-05-2024 15:49,Shoes,Apparel,West,17,44083
15-02-2024 12:26,Shoes,Electronics,South,10,25443
24-11-2024 13:55,Shoes,Electronics,West,17,34745
06-05-2024 13:28,Watch,Apparel,West,3,42691
28-04-2024 01:32,Shoes,Apparel,North,2,5404
27-11-2024 09:37,Shoes,Apparel,West,16,38590
08-09-2024 15:27,Phone,Apparel,North,4,102091
15-06-2024 09:39,Phone,Apparel,East,10,336246
23-06-2024 17:49,Phone,Apparel,North,12,425056
03-04-2024 05:57,Watch,Apparel,East,7,75602
13-10-2024 06:57,Laptop,Apparel,South,2,107728
08-09-2024 13:41,Shoes,Apparel,North,8,23106
18-02-2024 01:50,Laptop,Apparel,North,1,40840
03-02-2024 01:46,Watch,Apparel,North,2,25378
27-03-2024 07:01,Shoes,Apparel,East,5,13037
07-02-2024 08:42,Phone,Electronics,West,18,545101
08-06-2024 14:04,Watch,Apparel,East,7,86559
28-07-2024 06:52,Laptop,Apparel,South,1,46547
06-04-2024 04:07,Watch,Apparel,North,9,86981
04-03-2024 06:20,Watch,Apparel,North,6,65008
18-09-2024 08:36,Shoes,Apparel,South,16,40834
19-06-2024 02:00,Phone,Apparel,North,18,613231
05-12-2024 03:33,Shoes,Apparel,East,3,6675
31-07-2024 04:30,Shoes,Apparel,South,12,32276
01-08-2024 22:11,Shoes,Apparel,East,3,8632
11-05-2024 17:21,Shoes,Apparel,North,14,35490
20-05-2024 15:09,Phone,Apparel,North,5,152185
23-04-2024 14:11,Shoes,Apparel,North,8,22017
04-09-2024 15:00,Shoes,Apparel,South,2,5886
07-08-2024 22:57,Laptop,Apparel,South,2,78155
24-01-2024 13:52,Shoes,Apparel,South,10,28547
13-05-2024 23:23,Laptop,Apparel,North,3,115080
29-07-2024 10:28,Phone,Electronics,West,18,469318
19-08-2024 10:00,Watch,Apparel,West,6,60395
07-05-2024 02:14,Phone,Apparel,East,17,411159
11-02-2024 21:30,Phone,Apparel,East,11,343298
10-02-2024 00:59,Phone,Apparel,East,4,139862
15-08-2024 10:23,Shoes,Apparel,South,19,44580
05-01-2024 15:26,Phone,Apparel,North,13,314450
28-10-2024 09:30,Watch,Apparel,West,3,38577
04-01-2024 12:45,Watch,Apparel,West,3,40438
28-10-2024 09:12,Watch,Apparel,West,6,58940
22-07-2024 10:13,Phone,Apparel,West,12,411194
20-11-2024 19:28,Phone,Apparel,East,9,313671
27-09-2024 06:40,Shoes,Apparel,West,13,26199
12-12-2024 11:50,Phone,Apparel,South,3,98510
19-05-2024 03:47,Laptop,Apparel,West,4,186739
12-01-2024 09:04,Watch,Apparel,West,8,86701
08-07-2024 23:26,Watch,Apparel,East,4,53399
06-02-2024 04:08,Laptop,Apparel,North,2,92469
21-05-2024 03:51,Phone,Apparel,West,7,192909
20-01-2024 05:32,Watch,Apparel,East,3,42095
09-08-2024 11:19,Phone,Apparel,West,9,269061
30-11-2024 05:14,Laptop,Apparel,North,4,211760
20-02-2024 05:10,Phone,Apparel,West,9,256097
13-01-2024 15:50,Phone,Apparel,West,13,367747
20-06-2024 09:55,Shoes,Apparel,West,1,2597
28-05-2024 12:16,Watch,Apparel,East,1,13310
23-03-2024 23:10,Phone,Apparel,East,13,443715
01-01-2024 12:11,Watch,Apparel,West,8,111843
17-04-2024 01:29,Watch,Apparel,East,9,114260
24-11-2024 10:55,Watch,Electronics,South,1,11587
13-09-2024 01:22,Phone,Apparel,West,4,129618
12-05-2024 09:35,Phone,Apparel,East,13,338376
20-12-2024 23:22,Watch,Electronics,South,9,98831
06-08-2024 16:53,Watch,Apparel,North,9,91988
17-05-2024 04:20,Phone,Electronics,South,6,188050
05-06-2024 11:55,Laptop,Apparel,North,4,178060
20-01-2024 19:55,Shoes,Apparel,East,1,2802
24-06-2024 07:04,Watch,Apparel,North,2,19681
25-10-2024 14:31,Shoes,Apparel,South,1,2023
31-07-2024 22:04,Phone,Apparel,West,6,192564
31-01-2024 05:57,Shoes,Apparel,East,5,12800
02-09-2024 12:28,Watch,Apparel,West,7,86647
31-01-2024 22:30,Shoes,Apparel,South,7,18453
20-12-2024 01:14,Laptop,Apparel,West,2,85052
26-06-2024 20:58,Shoes,Apparel,West,2,4524
08-06-2024 15:21,Phone,Electronics,North,15,461875
14-10-2024 12:24,Shoes,Apparel,South,4,10575
02-03-2024 01:58,Phone,Apparel,North,1,27650
21-12-2024 11:23,Phone,Apparel,West,1,28056
16-01-2024 21:32,Watch,Apparel,West,8,106462
16-10-2024 10:07,Laptop,Apparel,North,4,182452
18-02-2024 12:32,Shoes,Apparel,North,6,16612
01-09-2024 11:44,Watch,Apparel,East,8,78421
10-07-2024 23:37,Watch,Apparel,South,3,37598
16-01-2024 07:15,Shoes,Apparel,East,17,49767
06-10-2024 11:53,Watch,Apparel,West,6,71452
12-03-2024 01:35,Watch,Apparel,South,3,36818
17-06-2024 15:26,Phone,Apparel,West,16,543203
01-07-2024 19:08,Laptop,Apparel,South,1,38868
17-10-2024 00:56,Shoes,Electronics,West,6,17136
17-12-2024 03:20,Laptop,Apparel,South,5,190200
06-03-2024 16:19,Phone,Apparel,South,19,513600
07-11-2024 13:38,Shoes,Apparel,West,19,38536
14-05-2024 07:01,Shoes,Apparel,North,9,18477
19-04-2024 21:42,Shoes,Apparel,West,18,47706
30-12-2024 09:17,Phone,Apparel,West,8,260758
06-08-2024 12:01,Phone,Apparel,West,9,316215
28-12-2024 07:34,Phone,Electronics,West,18,600134
17-04-2024 20:52,Shoes,Apparel,South,3,6184
29-09-2024 21:36,Laptop,Apparel,South,4,163997
27-03-2024 03:21,Phone,Apparel,West,10,289090
01-02-2024 17:54,Watch,Apparel,North,8,94025
26-02-2024 12:51,Shoes,Apparel,North,14,35762
04-05-2024 08:11,Shoes,Apparel,West,1,2048
26-12-2024 08:03,Shoes,Apparel,South,11,23358
25-09-2024 00:03,Watch,Apparel,South,6,79197
16-08-2024 16:13,Watch,Apparel,North,5,69898
20-03-2024 06:43,Phone,Apparel,North,13,427901
28-02-2024 09:38,Shoes,Apparel,South,5,10172
29-10-2024 13:50,Watch,Apparel,West,8,100996
12-09-2024 02:40,Shoes,Apparel,West,5,10504
26-05-2024 19:01,Laptop,Apparel,South,4,144859
01-12-2024 15:36,Watch,Apparel,North,3,31490
09-04-2024 00:55,Watch,Apparel,North,1,12082
23-10-2024 23:57,Phone,Apparel,North,15,434235
13-03-2024 08:20,Phone,Apparel,South,2,53447
14-01-2024 06:36,Watch,Apparel,East,5,52173
29-07-2024 16:23,Phone,Apparel,North,10,314674
30-08-2024 12:42,Laptop,Apparel,South,1,36323
07-10-2024 02:28,Shoes,Apparel,West,9,19179
01-06-2024 01:11,Phone,Electronics,West,19,517986
02-10-2024 18:48,Phone,Apparel,East,6,207684
24-10-2024 03:01,Phone,Apparel,North,7,172911
06-12-2024 21:44,Phone,Apparel,East,15,494160
04-08-2024 05:47,Laptop,Apparel,West,1,36867
01-03-2024 13:29,Shoes,Electronics,South,4,8915
12-02-2024 16:26,Watch,Apparel,East,5,71680
11-08-2024 20:32,Phone,Apparel,West,8,287397
16-03-2024 03:37,Shoes,Apparel,West,15,30009
26-06-2024 17:45,Phone,Apparel,East,11,284739
12-06-2024 02:27,Shoes,Apparel,North,3,8313
15-07-2024 10:22,Shoes,Apparel,South,12,27085
09-03-2024 23:06,Phone,Apparel,North,5,146748
04-09-2024 01:41,Phone,Apparel,South,15,467224
07-07-2024 12:05,Watch,Apparel,South,2,28666
19-09-2024 00:31,Phone,Apparel,North,18,499590
19-03-2024 00:49,Watch,Apparel,South,9,128547
06-12-2024 15:34,Watch,Apparel,North,4,47633
02-01-2024 23:04,Watch,Apparel,North,6,68631
28-05-2024 01:16,Watch,Apparel,South,9,96259
31-08-2024 11:06,Shoes,Apparel,West,19,48092
09-11-2024 16:38,Shoes,Apparel,West,11,29654
11-07-2024 14:41,Shoes,Apparel,West,13,33373
19-02-2024 17:35,Phone,Apparel,South,2,60233
26-04-2024 10:45,Phone,Apparel,East,17,464865
25-05-2024 15:01,Laptop,Apparel,South,1,42953
19-02-2024 10:21,Laptop,Apparel,West,1,46147
30-08-2024 13:52,Phone,Apparel,North,16,505380
31-08-2024 06:29,Phone,Apparel,East,1,31046
11-09-2024 10:00,Phone,Apparel,West,19,638136
14-10-2024 01:23,Shoes,Apparel,North,13,27036
13-05-2024 04:25,Watch,Apparel,North,7,73799
11-11-2024 13:13,Laptop,Apparel,South,2,89044
19-09-2024 19:55,Shoes,Apparel,East,17,46221
03-03-2024 06:15,Shoes,Apparel,West,8,19479
21-08-2024 02:41,Shoes,Apparel,South,8,23161
10-09-2024 20:25,Phone,Electronics,East,1,29097
17-06-2024 01:10,Shoes,Apparel,West,2,5695
18-01-2024 19:04,Shoes,Apparel,West,16,37659
23-03-2024 09:06,Shoes,Apparel,South,10,28420
07-10-2024 14:46,Phone,Apparel,South,17,603531
20-08-2024 01:53,Laptop,Apparel,East,1,42324
14-03-2024 00:04,Shoes,Apparel,South,5,10006
26-04-2024 16:05,Watch,Apparel,West,8,110759
27-10-2024 15:50,Watch,Apparel,West,3,36343
11-07-2024 23:29,Watch,Apparel,East,9,92978
12-03-2024 02:19,Watch,Electronics,North,3,30273
21-05-2024 13:31,Watch,Electronics,West,2,19731
27-06-2024 21:30,Phone,Apparel,West,4,119835
23-05-2024 00:48,Watch,Apparel,South,6,65834
21-03-2024 21:22,Phone,Apparel,North,5,120908
26-10-2024 15:47,Shoes,Electronics,North,10,20877
27-06-2024 19:07,Shoes,Apparel,West,7,19336
01-02-2024 16:40,Shoes,Apparel,North,10,27257
29-10-2024 11:39,Watch,Electronics,North,8,80426
08-08-2024 22:43,Phone,Apparel,South,6,145143
28-07-2024 13:39,Shoes,Apparel,South,18,40247
08-10-2024 10:29,Watch,Apparel,West,5,65459
11-01-2024 14:25,Watch,Apparel,North,1,10006
10-08-2024 09:57,Phone,Apparel,North,3,100672
22-02-2024 21:08,Laptop,Apparel,South,2,84825
07-04-2024 06:57,Phone,Apparel,West,2,48148
22-06-2024 19:26,Shoes,Apparel,West,10,21339
18-12-2024 10:35,Shoes,Apparel,South,15,33722
17-10-2024 17:32,Shoes,Electronics,North,5,13320
15-05-2024 11:04,Shoes,Apparel,East,9,24748
14-09-2024 20:36,Shoes,Apparel,South,16,36919
14-06-2024 14:58,Watch,Apparel,North,2,22411
02-12-2024 11:25,Laptop,Apparel,East,5,215866
18-04-2024 17:09,Shoes,Apparel,North,19,49232
18-01-2024 03:15,Shoes,Apparel,West,5,10928
25-10-2024 21:59,Shoes,Apparel,East,18,39708
02-07-2024 13:30,Phone,Apparel,South,6,149431
04-06-2024 13:54,Watch,Apparel,North,9,91199
22-11-2024 22:40,Shoes,Apparel,North,17,39895
02-08-2024 15:33,Watch,Apparel,South,4,40883
16-10-2024 20:58,Laptop,Apparel,East,5,211809
04-03-2024 19:09,Laptop,Apparel,West,4,164594
22-01-2024 09:13,Phone,Apparel,South,3,105837
25-03-2024 20:11,Phone,Apparel,North,3,102149
11-02-2024 13:01,Laptop,Apparel,South,4,166017
23-08-2024 09:49,Shoes,Apparel,West,4,8711
19-12-2024 15:54,Shoes,Apparel,South,16,44599
23-05-2024 03:40,Shoes,Apparel,West,8,22613
03-02-2024 03:45,Phone,Electronics,West,13,398902
09-11-2024 02:58,Watch,Apparel,West,2,22964
30-11-2024 10:23,Watch,Apparel,West,5,70203
31-01-2024 20:40,Phone,Apparel,North,7,172377
24-03-2024 12:26,Shoes,Electronics,South,2,4528
23-11-2024 06:54,Watch,Apparel,East,9,113277
22-10-2024 12:54,Shoes,Apparel,South,2,5025
05-02-2024 10:16,Watch,Apparel,South,3,39818
22-12-2024 22:09,Shoes,Apparel,North,3,7294
07-04-2024 00:38,Watch,Apparel,West,9,94407
28-06-2024 16:38,Phone,Apparel,North,18,444655
13-09-2024 03:58,Shoes,Apparel,North,15,36049
06-01-2024 18:54,Laptop,Apparel,North,1,39171
11-05-2024 01:43,Watch,Apparel,East,3,34830
26-04-2024 17:38,Shoes,Apparel,East,7,20472
16-10-2024 15:24,Watch,Electronics,West,4,39394
31-03-2024 12:25,Phone,Apparel,North,19,549852
14-11-2024 07:09,Shoes,Apparel,West,14,32381
02-10-2024 07:17,Shoes,Apparel,West,18,51736
08-08-2024 11:04,Shoes,Apparel,North,3,7013
06-07-2024 17:08,Watch,Apparel,East,2,23456
03-02-2024 17:40,Watch,Apparel,South,7,71951
07-09-2024 22:06,Laptop,Apparel,East,3,108573
30-01-2024 12:38,Phone,Apparel,West,1,24731
09-12-2024 12:55,Watch,Apparel,East,1,13915
08-04-2024 00:42,Shoes,Apparel,West,2,4115
26-05-2024 21:11,Watch,Apparel,South,4,43790
07-08-2024 09:35,Shoes,Apparel,North,5,13851
26-09-2024 21:28,Shoes,Apparel,West,18,41380
22-04-2024 14:01,Phone,Apparel,South,12,294265
27-09-2024 20:17,Shoes,Apparel,North,4,11920
29-05-2024 08:59,Watch,Apparel,East,5,70643
08-09-2024 07:18,Watch,Apparel,West,1,10634
06-08-2024 16:43,Shoes,Apparel,North,1,2318
13-06-2024 08:18,Shoes,Apparel,North,14,31027
19-04-2024 21:54,Shoes,Apparel,West,14,31176
27-02-2024 19:51,Shoes,Apparel,West,7,17342
10-04-2024 02:46,Shoes,Apparel,South,18,42441
03-05-2024 10:03,Shoes,Apparel,North,13,37478
17-12-2024 04:45,Watch,Apparel,West,8,98860
05-12-2024 18:37,Phone,Apparel,South,13,369273
12-11-2024 21:14,Laptop,Apparel,West,5,257146
18-10-2024 18:26,Watch,Electronics,West,3,37689
01-12-2024 08:14,Phone,Apparel,North,10,290383
27-07-2024 20:49,Watch,Apparel,North,5,62855
02-09-2024 15:32,Phone,Apparel,North,3,78976
28-05-2024 18:13,Shoes,Apparel,West,11,29889
05-06-2024 23:46,Laptop,Apparel,East,1,40219
27-08-2024 22:56,Shoes,Apparel,West,14,33811
24-01-2024 18:54,Shoes,Apparel,West,13,37795
30-12-2024 14:43,Laptop,Apparel,South,5,250755
26-05-2024 22:37,Shoes,Apparel,South,16,32209
22-10-2024 17:26,Shoes,Electronics,East,14,34888
11-04-2024 21:39,Watch,Electronics,North,5,70007
17-04-2024 22:28,Phone,Apparel,East,14,382544
15-01-2024 10:02,Watch,Apparel,East,7,78691
20-01-2024 09:27,Watch,Apparel,West,8,113002
04-06-2024 20:18,Shoes,Apparel,South,8,23536
20-07-2024 23:26,Shoes,Apparel,North,11,32015
18-01-2024 08:28,Watch,Apparel,West,2,21415
25-02-2024 22:50,Watch,Apparel,South,2,23994
06-01-2024 01:33,Phone,Apparel,South,18,641794
12-10-2024 14:34,Shoes,Apparel,West,16,32838
15-02-2024 07:31,Phone,Apparel,East,19,541034
18-03-2024 03:16,Watch,Apparel,West,7,67743
23-09-2024 00:38,Phone,Apparel,South,9,302304
03-04-2024 10:13,Phone,Apparel,West,12,331535
07-12-2024 15:08,Watch,Apparel,West,6,74612
14-12-2024 21:15,Shoes,Apparel,West,15,36795
27-03-2024 22:23,Phone,Apparel,North,17,428767
03-09-2024 04:06,Shoes,Apparel,West,9,25767
26-02-2024 10:33,Shoes,Apparel,West,5,14875
08-10-2024 12:51,Laptop,Apparel,North,5,243146
28-03-2024 01:45,Watch,Apparel,South,6,68841
10-02-2024 08:29,Phone,Apparel,North,15,389806
10-11-2024 20:32,Shoes,Apparel,South,15,44391
12-09-2024 14:18,Shoes,Apparel,East,3,7728
15-04-2024 06:23,Watch,Apparel,East,6,61192
07-02-2024 11:28,Phone,Electronics,West,8,266729
27-12-2024 07:16,Laptop,Apparel,South,3,108456
20-04-2024 01:48,Phone,Electronics,North,3,93108
20-09-2024 09:21,Phone,Electronics,South,5,175114
09-12-2024 16:02,Phone,Apparel,North,5,135642
12-02-2024 17:36,Watch,Apparel,West,1,9728
13-03-2024 04:00,Watch,Apparel,East,6,84756
23-12-2024 01:46,Watch,Electronics,East,2,26030
26-06-2024 08:02,Watch,Apparel,West,3,39084
01-07-2024 12:24,Laptop,Apparel,South,3,151537
04-09-2024 19:52,Watch,Apparel,West,3,33431
23-12-2024 11:03,Shoes,Apparel,West,18,46858
08-02-2024 11:31,Shoes,Electronics,West,11,25290
22-05-2024 09:04,Laptop,Apparel,South,3,130061
12-01-2024 04:15,Shoes,Apparel,South,3,7545
09-12-2024 13:50,Watch,Apparel,South,8,101185
16-07-2024 15:04,Laptop,Apparel,West,3,132880
26-06-2024 03:56,Shoes,Apparel,North,6,16897
02-08-2024 19:27,Shoes,Electronics,North,4,8342
23-11-2024 05:07,Phone,Apparel,North,5,160545
15-11-2024 20:00,Phone,Electronics,South,11,359705
08-02-2024 10:36,Phone,Electronics,East,3,97307
17-02-2024 14:01,Shoes,Apparel,West,14,35714
25-12-2024 15:15,Watch,Apparel,East,8,112303
09-08-2024 12:42,Phone,Apparel,East,14,436541
15-07-2024 00:04,Shoes,Apparel,North,15,30267
18-12-2024 15:06,Watch,Apparel,South,2,22416
28-04-2024 06:57,Phone,Electronics,East,2,67396
10-04-2024 03:03,Shoes,Apparel,South,17,42331
14-11-2024 20:58,Laptop,Apparel,South,3,152682
03-06-2024 00:52,Watch,Apparel,South,5,51372
02-09-2024 17:50,Shoes,Apparel,East,3,7375
04-11-2024 11:42,Phone,Apparel,South,5,127822
18-05-2024 20:28,Watch,Apparel,South,9,110143
12-11-2024 16:08,Watch,Apparel,East,5,61595
10-09-2024 00:45,Phone,Apparel,North,13,388140
02-04-2024 18:10,Watch,Apparel,East,3,37204
24-01-2024 08:34,Shoes,Apparel,North,10,22143
20-10-2024 15:47,Shoes,Apparel,South,17,45839
02-10-2024 03:48,Shoes,Apparel,West,6,14465
27-07-2024 19:58,Phone,Apparel,West,14,344820
12-08-2024 05:18,Phone,Apparel,North,8,230077
13-08-2024 17:03,Shoes,Apparel,West,12,27654
23-11-2024 06:53,Phone,Electronics,North,3,91694
15-03-2024 07:44,Phone,Apparel,South,8,206635
13-08-2024 12:01,Phone,Electronics,West,14,486300
23-05-2024 15:58,Phone,Apparel,North,1,30694
01-08-2024 11:47,Phone,Apparel,West,14,346910
